project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
StarkNet,Discord,"@Devs Hey everyone!
We’re partnering with ETHGlobal for the ETHGlobal New York hackathon. If you want to experiment with the future of finance, decentralized information and all things web3 alongside developers and creatives from around the world—now is your chance! Apply over at http://ethglobal.com/newyork, but don’t wait registration closes soon!
Win from our Starknet $10,000 USD prize pool and connect with the leading teams in the ecosystem
See you there!",1,partnership,
StarkNet,Discord,StarkWare's Stone Prover is now open source and first pushes are already coming in! Keep grinding @Devs :nice: https://twitter.com/Starknet/status/1697504345485381652?s=20,1,technical update,
StarkNet,Discord,funds safu https://twitter.com/StarkWareLtd/status/1696933272800915647?s=20,0,marketing,
StarkNet,Discord,"@Devs ICYMI
https://twitter.com/StarkWareLtd/status/1693991491713261809?s=20",0,not related thing,
StarkNet,Discord,gm @Devs 0.12.1 powers the Mainnet. https://twitter.com/Starknet/status/1693587791878226332?s=20,1,technical update,
StarkNet,Discord,0.12.1 powers the Testnets https://twitter.com/Starknet/status/1688500756016496640?s=20,1,technical update,
StarkNet,Discord,@Devs we are live glglglglglglggggg https://twitter.com/Starknet/status/1679062949304967169?s=20,1,technical update,
StarkNet,Discord,early bird passes now live https://twitter.com/Starknet/status/1667910382994726913?s=20,0,marketing,
StarkNet,Discord,Tick-tock .....Tomorrow the unicorns start to dance https://twitter.com/Starknet/status/1667549093915160578?s=20,0,marketing,
StarkNet,Discord,"Early Bird tickets for San Francisco #StarknetSummit23 go on sale THIS Sunday, June 11th, 8 AM PST.

https://twitter.com/Starknet/status/1667069778480222213?s=20",0,marketing,
StarkNet,Discord,"@Devs The future begins with Starknet Mainnet 0.12 Quantum Leap, and the future starts very soon. :nice: https://twitter.com/Starknet/status/1666351018559565824?s=20",0,marketing,
StarkNet,Discord,on a mission https://twitter.com/Starknet/status/1660923002324754432?s=20,0,marketing,
StarkNet,Discord,"Heads up Nerds!  📢

🎓 We're psyched that Eli Ben-Sasson, a titan in the field and our resident STARK Maxi, will be leading a masterclass as part of Basecamp's Cohort 4 course.

🧠  Warp into the core of zk-STARKs, navigating the math maze of this groundbreaking tech, under the tutelage of a true brainlord. 

We're gonna tunnel deep into:

📐 Finite Field Arithmetic
🔗 Low Degree Extensions
🔒 Cryptographic Commitments
🔣 Polynomial Constraints
🔭 FRI Protocol @Devs 

https://twitter.com/Starknet/status/1658370954807115777?s=20",1,partnership,
StarkNet,Discord,"Hi Devs

In the coming weeks we will deprecate the public API of Starknet, and we will completely remove it in the future. This shift is driven by our commitment to push decentralization and enhance Starknet’s resilience and independence. 

We’re actively encouraging the Starknet dev community to transition to using one of Starknet full nodes Pathfinder, Juno or Papyrus, or one of the existing API services. 


To ease this transition, we've curated a selection of alternative solutions and resources to help you become familiar with their features and capabilities. 

You can access this list here: 

https://www.starknet.io/en/ecosystem/fullnodes-and-api-services",1,technical update,
StarkNet,Discord,"Hello everyone, 
FYI - due to extremely high gas prices on Goerli, Goerli tesntet transactions are currently accepted on L2 only.",1,accident,
StarkNet,Discord,"Get pumped for next-level adventures in AI/ML fusion, on-chain gaming, and beyond https://medium.com/starkware/exploring-the-use-cases-of-cheap-computation-1ab6254e7895",0,marketing,
StarkNet,Discord,"@Devs DYOR! There are many accounts on Discord, Twitter, Telegram, and in your DMs claiming Starknet is offering token launches, ICOs and airdrops. 

Any account claiming so is FAKE.",0,marketing,
StarkNet,Discord,"STARK-Boston Meetup, this Sundy, Apr 23, 6pm
Come say hi to @guthl | StarkWare !
https://www.eventbrite.com/e/starkboston-meet-up-tickets-622187929847?aff=estw&utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-source=tw&utm-term=checkoutwidget",0,marketing,
StarkNet,Discord,"gm @Devs You can miss your father-in-law's birthday, but you ain't gonna miss this: https://twitter.com/StarkWareLtd/status/1648373269530132486?s=20",0,not related thing,
StarkNet,Discord,madara community gathering! https://twitter.com/dimahledba/status/1646101902550024194?s=20,0,not related thing,
Cosmos,Twitter,"1/4 The future is here, with the introduction of CometBFT v0.38 ☄️ (thread)
This release includes the much-awaited second part of ABCI++ with methods like ExtendVote & VerifyVoteExtension.
Unlocking the potential of ABCI++ within the #interchain
2/ Previously, v0.37 introduced the 1st part of ABCI++, which provides application developers access to two new methods: PrepareProposal & ProcessProposal. 
These methods can positively impact the way developers build their applications - improving the latency of interchain apps
3/ v0.38 introduces the second part of ABCI++ With this release, the CometBFT team at @informalincis excited to have finally unlocked ABCI++, a culmination of multiple teams' work that took over 2 years of engineering.
4/ @cometbft is advancing the interchain by offering advanced control over the replication engine, boosting performance, and unlocking new use cases!Find the v0.38 release here: https://github.com/cometbft/cometbft/blob/v0.38.0/CHANGELOG.md#v0380
",1,"roadmap, technical update",
Cosmos,Twitter,"The @entrypointzoneteam unveils their reasoning for choosing the appchain architecture! 

They highlight the benefits of building as a sovereign Cosmos SDK chain compared to smart-contract applications.

Have a look at their research 👇
https://blog.cosmos.network/advantages-of-a-sovereign-blockchain-4c87ef5db20d?gi=ddca2a316e74",1,partnership,
Cosmos,Twitter,"1/10  Introducing the #IBC 2024 Roadmap 💥 (thread)
Let's dive into the future of the Inter-Blockchain Communication Protocol!
A future where diverse blockchain ecosystems are united through seamless interoperability, where secure, reliable, and trust-minimized communication is the norm 👇

https://medium.com/the-interchain-foundation/the-interchain-stack-roadmap-help-shape-the-future-86acdb64652a",1,Roadmap,
Cosmos,Twitter,"With over $8.2 billion in real-world financial assets locked on-chain,  @provenancefdn  is at the forefront of helping TradFI embrace the interchain.

They are now helping institutions build out private zones - powered by @cosmos_sdk, with IBC baked-in.
https://blog.cosmos.network/real-world-financial-assets-find-provenance-181c36181a9c",1,Adoption metrics,
Cosmos,Twitter,"The Interchain Developer Academy is back with the fifth Cohort!

Applications will open next week - Be the first in line for the screening test.

Don’t miss the chance to learn the Interchain Stack, limited spots are available.

Register your interest 👇
https://bit.ly/48f0klF
#InterchainDeveloperAcademy",0,not related thing,
Cosmos,Twitter,"MetaMask enters the interchain ⚛️

The Cosmos Snaps extension for @MetaMask is now live via @Mystic_Labs_

MetaMask users can now explore an ever-expanding ecosystem of interconnected blockchains via #IBC
Start your interchain journey 👇  
http://metamask.mysticlabs.xyz

Don’t know where to start? Check out the 
@Mystic_Labs_ thread for an introduction to popular app chains within the interchain: https://twitter.com/Mystic_Labs_/status/1701588134012633236",1,partnership,
Cosmos,Twitter,"Welcome Noble USDC to the #interchain ⚛️

@noble_xyz  is a Cosmos SDK chain built for native asset issuance - allowing USDC to be issued natively in the ecosystem!

Starting today, native Cosmos USDC will flow through the interchain via #IBC

Find here the announcement by @circle👇
https://x.com/circle/status/1701582597376336173?s=46
",1,partnership,
Cosmos,Twitter,"Introducing the 
@HyphaDoesCosmos & @informalinc Cosmos Hub 2024 Roadmap ⚛️

Strengthening the ATOM Economic Zone and empowering the Hub with a unique product offering in the blockchain industry.

The areas of focus: security, composability, liquidity, and IBC Routing ",1,Roadmap,
Cosmos,Twitter,"Help shape the #interchain ⚛️

If you are a contributor or a developer using the Interchain Stack, check out the first comprehensive roadmap outlining the future of:

-CometBFT
-Cosmos SDK
-CosmWasm
-IBC

Explore the areas of focus and provide feedback 
https://medium.com/the-interchain-foundation/the-interchain-stack-roadmap-help-shape-the-future-86acdb64652a

",1,Roadmap,
Cosmos,Twitter,"The Interchain Stack Roadmap is a living document open to community feedback - A collaborative roadmap for the core interchain technologies.
The roadmap ensures that the advancements in modularity, developer experience, and removing technical debt translate into meaningful adoption and lasting impact.",1,Roadmap,
Cosmos,Twitter,"The ICF Delegations Program seeks to recognize, empower, and reward valuable contributions from validators of the #interchain

Validators can now apply to the program until the 30th Sept. 

The new cycle is open to validator applications from the Cosmos Hub, Osmosis & IRISnet 👇
https://twitter.com/interchain_io/status/1698991304313581995

If you are a validator on @cosmoshub, @osmosiszone, or @irisnetwork
 find in the following blog post the application form: https://medium.com/the-interchain-foundation/icf-delegations-program-cycle-2-starts-now-caec0cf1b96",0,nothing special,
Cosmos,Twitter,"1/4 Meet @cosmosphere_dev, an official Cosmoverse side event taking place on Oct 1st! (thread)

Organized by @node_101, join this free event to have a first glimpse of the interchain and learn the basics of the core technologies empowering the ecosystem: IBC, Cosmos SDK, and CometBFT 
https://lu.ma/2gks8fp6?tk=XlfgcT",0,marketing,
Cosmos,Twitter,"The Interchain Hackerhouse is on 🔥 with the Keplr/Osmosis workshop presented by 
@dogemos!",0,marketing,
Cosmos,Twitter,"The Interchain Hacker House has started!

While builders are starting to collaborate in bringing innovative ideas to life - There is still time to join the Hackathon in Seoul from 8-10 Sept. 🇰🇷

Apply Here 👉 https://airtable.com/appF3s8Aeh2pRXnDP/shrSzk2qmnAXqBP6S
",0,marketing,
Cosmos,Twitter,"Native USDC will soon enter the #interchain ⚛️

@circle
 will issue USDC via 
@noble_xyz
 - a Cosmos SDK chain built for native asset issuance.

The USDC issued on Noble will be #IBC compatible and ready to explore the interchain ecosystem!

Have a glimpse of what's coming 👇 
https://twitter.com/circle/status/1697626852482068833",0,nothing special,
Cosmos,Twitter,"1/4 The #interchain is evolving - Now smart contracts and modules can seamlessly compose with IBC applications! (thread)
This release empowers smart contracts developers by enabling direct integration with #IBC
Not only chains but also applications are going full interchain ⚛️
https://medium.com/the-interchain-foundation/introducing-the-callbacks-middleware-compose-smart-contracts-and-modules-with-ibc-6f3fb527e44a",1,technical update,
Cosmos,Twitter,"Welcome @passageio to the #interchain ⚛️
Passage is a Cosmos SDK chain offering a set of tools that allow you to create immersive virtual worlds right in your browser. 
With Passage, the #metaverse enters the interchain ecosystem - empowering the new generation of 3D creators!
Passage is now #IBC enabled and connected to the ever-expanding #interchain

Find here an overview of the @passageio ecosystem:
https://twitter.com/passageio/status/1636043125071265794",0,marketing,
